	struct	inchi_key	method	status
1583	C1(COC(CO)(C(C1)O)O)=O	NSKSJXGXKDNHAA-UHFFFAOYSA-N	chemaxon	valid
1584	C1(C(CN)OCC(C1O)O)=O	KJVNZJMLUCNZTA-UHFFFAOYSA-N	chemaxon	valid
1585	C1(C(CN)(O)OCC(C1)O)=O	OZAIULIOAZPPRL-UHFFFAOYSA-N	chemaxon	valid
1586	C1(C(COC(CN)(C1)O)O)=O	LROSXNJPBNFKCY-UHFFFAOYSA-N	chemaxon	valid
1587	C1(C(C(CN)(O)OCC1)O)=O	YVHQDQATBMLYDP-UHFFFAOYSA-N	chemaxon	valid
1588	C1(COC(C(C1)O)(CN)O)=O	VGHZKXUGMXGSFT-UHFFFAOYSA-N	chemaxon	valid
1589	C1(CC(C=O)(O)OCC1)=O	PGQSLDMHDKNKKL-UHFFFAOYSA-N	chemaxon	valid
1590	C(C1(CCC(CO1)=O)O)=O	DYRVGLZXDLZAIO-UHFFFAOYSA-N	chemaxon	valid
1591	C(C1C(CCC(O1)O)=O)=O	IWDHAVBFVUEVLE-UHFFFAOYSA-N	chemaxon	valid
1592	C1(CC(C=O)OC(C1)O)=O	LULNRMPBBWNXKV-UHFFFAOYSA-N	chemaxon	valid
1593	C1(CC(C(C(CO)O1)O)N)=O	HSBPLVKQMNPONH-UHFFFAOYSA-N	chemaxon	valid
1594	C1(CC(C(C(CO1)O)O)N)=O	GZBQWVPNZWUCIN-UHFFFAOYSA-N	chemaxon	valid
1595	C1(COC(C(C(C1)N)O)O)=O	KYJXIFKUSIDFMN-UHFFFAOYSA-N	chemaxon	valid
1596	C1(C(CC(C(CO)O)O1)=O)=O	ODFPMXBOBHZWAN-UHFFFAOYSA-N	chemaxon	valid
1597	C1(CC(C(C(CO)O)O1)=O)=O	DERPCWOPOCOCTL-UHFFFAOYSA-N	chemaxon	valid
1598	C1(C(C(C(C(C)=O)O1)O)O)=O	VHDOHVDTLCJEFO-UHFFFAOYSA-N	chemaxon	valid
1599	C(CC1C(C(C(O1)=O)O)O)=O	GLASHNGXCBPDDW-UHFFFAOYSA-N	chemaxon	valid
1600	C1(C(CC(C(CO)O1)O)=O)=O	UODAMGJXLNHVCA-UHFFFAOYSA-N	chemaxon	valid
1601	C1(CC(C(C(CO)O1)O)=O)=O	DAZQUKQERVYKQJ-UHFFFAOYSA-N	chemaxon	valid
1602	C1(C(C(CC(CO)O1)=O)O)=O	XXVCVJVRULVYET-UHFFFAOYSA-N	chemaxon	valid
1603	C1(CC(C(OC1CO)=O)O)=O	VWAOVNWXLRHGGA-UHFFFAOYSA-N	chemaxon	valid
1604	C1(C(CC(C(CO1)O)O)=O)=O	ZRTFVKVLPZATJL-UHFFFAOYSA-N	chemaxon	valid
1605	C1(CC(C(C(CO1)O)O)=O)=O	AYXWZQFFLCISQM-UHFFFAOYSA-N	chemaxon	valid
1606	C1(C(C(CC(CO1)O)=O)O)=O	AXLDAWOLMLQHQV-UHFFFAOYSA-N	chemaxon	valid
1607	C1(CC(C(OCC1O)=O)O)=O	FQQTZIIUIPHTPO-UHFFFAOYSA-N	chemaxon	valid
1608	C1(C(C(C(OCC1)=O)O)O)=O	JFNQOQHUVGYJJZ-UHFFFAOYSA-N	chemaxon	valid
1609	C1(C(C(CC(CO1)=O)O)O)=O	DCYFKIVTSDWPEC-UHFFFAOYSA-N	chemaxon	valid
1610	C1C(C(C(C=1CO)=O)O)O	CBWBGYDXIWXIHP-UHFFFAOYSA-N	chemaxon	valid
1611	C=C1C(C(C(C1O)O)O)=O	JGHJHABNRFRNGH-UHFFFAOYSA-N	chemaxon	valid
1612	C1C(C(C(C=1C=O)O)O)O	KGLYOIKUJWTFEE-UHFFFAOYSA-N	chemaxon	valid
1613	C(C(C(CO)O)O)=CC(O)=O	JCOCWZYTGFRYRY-UHFFFAOYSA-N	chemaxon	valid
1614	C(N)=CC(C(C(CO)O)O)=O	QDIZUWDLRQYUFX-UHFFFAOYSA-N	chemaxon	valid
1615	C(C(C(CO)O)O)=C(C=O)N	JOWRFZGAUMRLLM-UHFFFAOYSA-N	chemaxon	valid
1616	C=C(C(C(C(CO)O)O)=O)N	BMSAFUWEDYKIMZ-UHFFFAOYSA-N	chemaxon	valid
1617	C(C(C(C(C=C)O)O)O)=O	WQQZDGCRNHAIIP-UHFFFAOYSA-N	chemaxon	valid
1618	C(C1(C=CC(C1O)O)O)=O	QLOMKXZUWLQDPB-UHFFFAOYSA-N	chemaxon	valid
1619	C(CC(C(N)=CCO)=O)=O	REYCYVNZEZMWKN-UHFFFAOYSA-N	chemaxon	valid
1620	C(C(CC(C(N)=C)=O)O)=O	KKZRUZGUZJCRTD-UHFFFAOYSA-N	chemaxon	valid
1621	C(C(C=C(C(C)=O)N)O)=O	NJNIIGGPSXGXMA-UHFFFAOYSA-N	chemaxon	valid
1622	C(C(C(C=CC=O)N)O)=O	HGIFDCCTOBLRPH-UHFFFAOYSA-N	chemaxon	valid
1623	C1C(C(CO)O)OC(C=1)=O	DLRZHDADCLZQOD-UHFFFAOYSA-N	chemaxon	valid
1624	C1OC(C(C=1)=O)C(CO)O	IXWOEQDNCNRUBB-UHFFFAOYSA-N	chemaxon	valid
1625	C1C(C(CO)OC(C=1)=O)O	LOPHBYIOZYWSKI-UHFFFAOYSA-N	chemaxon	valid
1626	C1C(CO)OC(C(C=1)=O)O	WNKYVCKDIDTELO-UHFFFAOYSA-N	chemaxon	valid
1627	C1OC(CO)C(C(C=1)=O)O	DRFLVTOPHKTQAY-UHFFFAOYSA-N	chemaxon	valid
1628	C1C(OC(C(C=1)=O)CO)O	NSJVIVKHQZLLFB-UHFFFAOYSA-N	chemaxon	valid
1629	C1C(C(COC(C=1)=O)O)O	BTHFBANBAZMXHZ-UHFFFAOYSA-N	chemaxon	valid
1630	C1C(COC(C(C=1)=O)O)O	FQRZAUOHGXZMLY-UHFFFAOYSA-N	chemaxon	valid
1631	C1OCC(C(C(C=1)=O)O)O	TWQFPLHECIWJKN-UHFFFAOYSA-N	chemaxon	valid
1632	C1COC(C(C(C=1)=O)O)O	NTJSSLHTCRUOLC-UHFFFAOYSA-N	chemaxon	valid
1633	C1C(O)OCC(C(C=1)=O)O	OFTCEEAJAYYWOZ-UHFFFAOYSA-N	chemaxon	valid
1634	C1C(C(OCC(C=1)=O)O)O	SMMWVBCVVSOIIW-UHFFFAOYSA-N	chemaxon	valid
1635	C(CO)(N)=CC=O	PIQNVUWRNGMCCU-UHFFFAOYSA-N	chemaxon	valid
1636	C(C(C(N)=C)O)=O	OQZVKRCPVQEXCQ-UHFFFAOYSA-N	chemaxon	valid
1637	C(C(CO)O)(N)=CC(CO)=O	WBVAMZVUYWNZNA-UHFFFAOYSA-N	chemaxon	valid
1638	C(CO)(C(C(N)=CCO)O)=O	LBSBMDCHWNPOCK-UHFFFAOYSA-N	chemaxon	valid
1639	C(C(CO)O)(N)=CC(CN)=O	RAFPPPJFPUCLQJ-UHFFFAOYSA-N	chemaxon	valid
1640	C(CN)(C(C(N)=CCO)O)=O	VVJKTJRVIRDKNW-UHFFFAOYSA-N	chemaxon	valid
1641	C(CC(C=O)=O)(N)=CCO	SXCSFJOTRZRFHH-UHFFFAOYSA-N	chemaxon	valid
1642	C(CC(C=C(CO)N)=O)=O	LIGTWSAXNXQEPC-UHFFFAOYSA-N	chemaxon	valid
1643	C(CC(C(C(N)=C)O)=O)=O	BHPWGZKJBWIRCW-UHFFFAOYSA-N	chemaxon	valid
1644	C(C(C(CC(N)=C)=O)O)=O	RLTVWYMTKMFEOG-UHFFFAOYSA-N	chemaxon	valid
1645	C(C=CC(C(CN)O)=O)=O	BMYPSEFRXDGAPV-UHFFFAOYSA-N	chemaxon	valid
1646	C(C(CC(C=CN)=O)O)=O	BFKYFKOMMZDUCP-UHFFFAOYSA-N	chemaxon	valid
1647	C(C(N)=CC(CCO)=O)=O	YXLLRBBRHATQPH-UHFFFAOYSA-N	chemaxon	valid
1648	C(C(C(C(C=C)=O)O)N)=O	RWMHINMIRBUKMD-UHFFFAOYSA-N	chemaxon	valid
1649	C(CC(N)=CC(C=O)O)=O	IMTIAUTVWYMIRQ-UHFFFAOYSA-N	chemaxon	valid
1650	C1(C(C(C(CO)O1)O)O)=CN	ZXXNSNBRAZCSDV-UHFFFAOYSA-N	chemaxon	valid
1651	C1C(C(CO)OC=1C=O)O	NWVFGYOPLJREHQ-UHFFFAOYSA-N	chemaxon	valid
1652	C(C1(C=CC(CO)O1)O)=O	LESRRZFLXOKNAI-UHFFFAOYSA-N	chemaxon	valid
1653	C1(C(C(CO1)O)O)=CC=O	FNXPKKNSADRRMC-UHFFFAOYSA-N	chemaxon	valid
1654	C(C(C1OCC(C=1)O)O)=O	LUAMWDORZMLOIA-UHFFFAOYSA-N	chemaxon	valid
1655	C(C(C1(C=CCO1)O)O)=O	ADIRZMNHUWKRLH-UHFFFAOYSA-N	chemaxon	valid
1656	C(C1C=CC(CO)(O1)O)=O	FTVPPNUHALKXNB-UHFFFAOYSA-N	chemaxon	valid
1657	C(C1C(C=C(CO)O1)O)=O	BSGNDVVEEJAZAZ-UHFFFAOYSA-N	chemaxon	valid
1658	C(C1C(C(C(O1)=C)O)O)=O	SZBWDSGLFNVIBI-UHFFFAOYSA-N	chemaxon	valid
1659	C(C(C1C=CC(O)O1)O)=O	YUWCPLNIDHIGAB-UHFFFAOYSA-N	chemaxon	valid
1660	C(C(C1C(C=CO1)O)O)=O	IHHLJBGZTXZAMR-UHFFFAOYSA-N	chemaxon	valid
1661	C1C(OC(C=1N)C(CO)O)O	IBIYSWUPBCDVCF-UHFFFAOYSA-N	chemaxon	valid
1662	C1(C(C(C(CO1)O)O)O)=CN	QOGPRHLDIGCNJZ-UHFFFAOYSA-N	chemaxon	valid
1663	C1C(C(COC=1C=O)O)O	SOWXNHCSGHGSDY-UHFFFAOYSA-N	chemaxon	valid
1664	C(C1(C=CC(CO1)O)O)=O	ODJDASKIBITUQS-UHFFFAOYSA-N	chemaxon	valid
1665	C(C1C(C=CC(O)O1)O)=O	SKEPYHOBJDIEHJ-UHFFFAOYSA-N	chemaxon	valid
1666	C(C1C(C(C=CO1)O)O)=O	MENTZRWXUFUIRF-UHFFFAOYSA-N	chemaxon	valid
1667	C1C(O)OC(CO)C(C=1N)O	UKPIKDBJJXZPFQ-UHFFFAOYSA-N	chemaxon	valid
1668	C1C(CO)OC(C(C=1N)O)O	LLHQRMCTSLVRPJ-UHFFFAOYSA-N	chemaxon	valid
1669	C1C(O)OCC(C(C=1N)O)O	CIGCNJMOGPIAGY-UHFFFAOYSA-N	chemaxon	valid
1670	C1C(COC(C(C=1N)O)O)O	SKXYZGPPFCLEMM-UHFFFAOYSA-N	chemaxon	valid
1671	C(C1(C(C(C(C1O)O)O)O)O)O	CAKJHQCBJZVXFG-UHFFFAOYSA-N	chemaxon	valid
1672	C1(C(C(C(C(C1O)O)O)O)O)O	CDAISMWEOUEBRE-UHFFFAOYSA-N	database	valid
1673	C(C(C(C(C(CN)O)O)O)O)=O	HDXVFGYNQCBFKD-UHFFFAOYSA-N	chemaxon	valid
1674	C1C(C(C(C(CO)O)(O)O1)O)O	JKIAQWMSGAOABR-UHFFFAOYSA-N	chemaxon	valid
1675	C(C(C(C(C(CO)O)N)N)O)=O	MKNULRZXSBBYKC-UHFFFAOYSA-N	chemaxon	valid
1676	C1(C(C(CO)NCC1O)O)=O	QSACAOYQMUMDSI-UHFFFAOYSA-N	chemaxon	valid
1677	C1(C(C(CO)NCC1N)O)=O	WFUNXHQBIZZNLL-UHFFFAOYSA-N	chemaxon	valid
1678	C1(CC(C=O)NCC1O)=O	KVVFCASJLYNRJV-UHFFFAOYSA-N	chemaxon	valid
1679	C(C1C(C(CCN1)=O)O)=O	VRYZBPGVZPNUNI-UHFFFAOYSA-N	chemaxon	valid
1680	C(C(CNCC(CO)=O)O)=O	LMXRVJUGGJXBPL-UHFFFAOYSA-N	chemaxon	valid
1681	C(C(CNCC=O)O)=O	WLVSTJDMLIRKJO-UHFFFAOYSA-N	chemaxon	valid
1682	C(C(CNCC(C(CO)O)=O)O)=O	WFVXSZJYFCWNIG-UHFFFAOYSA-N	chemaxon	valid
1683	C(C(C(CO)NCC(C=O)O)O)=O	LDTWUMGFQFAPGW-UHFFFAOYSA-N	chemaxon	valid
1684	C(C)(C(CNCC(CO)=O)O)=O	DZNKADPVXUQXEL-UHFFFAOYSA-N	chemaxon	valid
1685	C(CO)(CNCCC(C=O)=O)=O	FHXQACARJPNIDI-UHFFFAOYSA-N	chemaxon	valid
1686	C(CO)(CNCCC(CO)=O)=O	MYKDQTISXCTQCM-UHFFFAOYSA-N	chemaxon	valid
1687	C(C(C(C=O)O)NCC(CO)=O)=O	BZXBINFPGHJCJE-UHFFFAOYSA-N	chemaxon	valid
1688	C(CO)(CNCC(C(CO)=O)O)=O	JVRJFEIYQQPBDK-UHFFFAOYSA-N	chemaxon	valid
1689	C(CN)(C(CNCC(CO)=O)O)=O	VEVDPIUMEUYMMQ-UHFFFAOYSA-N	chemaxon	valid
1690	C(C)(C(CNCC=O)O)=O	UDYIVDQDRSEFIA-UHFFFAOYSA-N	chemaxon	valid
1691	C(C(CC(CO)=O)NCC=O)=O	FWAQOTKBAXJQFC-UHFFFAOYSA-N	chemaxon	valid
1692	C(CNCCC(C=O)=O)=O	YAUOUTFDVGCSJX-UHFFFAOYSA-N	chemaxon	valid
1693	C(CNCCC(CO)=O)=O	IVMVDKFXRXQVMG-UHFFFAOYSA-N	chemaxon	valid
1694	C(C(C(C(C)=O)O)NCC=O)=O	NBUULOOTKLRVJV-UHFFFAOYSA-N	chemaxon	valid
1695	C(C(C(C=O)NCC=O)O)=O	CDLAZURINDMCJO-UHFFFAOYSA-N	chemaxon	valid
1696	C(CNCC(C(CO)=O)O)=O	OOPUUCYNBACYQM-UHFFFAOYSA-N	chemaxon	valid
1697	C(CN)(C(CNCC=O)O)=O	ZDTUBMWORDKMEO-UHFFFAOYSA-N	chemaxon	valid
1698	C(C(C(CO)NCC=O)O)(O)=O	BWDKXDOHBSDQPX-UHFFFAOYSA-N	chemaxon	valid
1699	C(CCNCC=O)(CC(C=O)=O)=O	QZUGJKLHRYMTRQ-UHFFFAOYSA-N	chemaxon	valid
1700	C(CC(CC(C=O)=O)NCC=O)=O	VFKDPIYECAMFND-UHFFFAOYSA-N	chemaxon	valid
1701	C(CC(C(CCNCC=O)=O)=O)=O	VQTVHCIOQXDZJX-UHFFFAOYSA-N	chemaxon	valid
1702	C(C(CC(C(C)=O)=O)NCC=O)=O	LHNVJSPIYHYTNH-UHFFFAOYSA-N	chemaxon	valid
1703	C(CNCC(C(C=CC=O)=O)O)=O	ODVLJVIQPAASLJ-UHFFFAOYSA-N	chemaxon	valid
1704	C(C(C(C(C=C)=O)O)NCC=O)=O	ZBWWSYMIHLRJLC-UHFFFAOYSA-N	chemaxon	valid
1705	C(C(C(C=CC=O)NCC=O)O)=O	UPCJIOFIIADHLD-UHFFFAOYSA-N	chemaxon	valid
1706	C1(C(C(C(C1CO)N)O)O)=O	LZTJQXPIHHRUPJ-UHFFFAOYSA-N	chemaxon	valid
1707	C(C(C(C(C(CO)O)N)O)=O)=O	BNDSXHMEMQEVSN-UHFFFAOYSA-N	chemaxon	valid
1708	C(C(C(CO)N)O)(C(CN)O)=O	IGKYVCICNKCOQT-UHFFFAOYSA-N	chemaxon	valid
1709	C(C(C(C(C(C)O)=O)O)N)=O	LPFGMYTXNWIXBM-UHFFFAOYSA-N	chemaxon	valid
1710	C(CN)(C(CN)O)=O	GCKJGOBNIHLMDF-UHFFFAOYSA-N	chemaxon	valid
1711	C(C(C(CO)N)O)(C(CO)N)=O	GRGXUAOUTHFCSW-UHFFFAOYSA-N	chemaxon	valid
1712	C(C(C(CO)N)O)(C(CN)N)=O	JZCPNNSOGFAGNJ-UHFFFAOYSA-N	chemaxon	valid
1713	C(CC(C(C(CN)O)=O)N)=O	WLHGWKJGFZFMJD-UHFFFAOYSA-N	chemaxon	valid
1714	C(C(C(C(C(C)N)=O)O)N)=O	NENOPCFULRRGTH-UHFFFAOYSA-N	chemaxon	valid
1715	C(CC(C(C(C=O)O)N)N)=O	NKZITOZHKNVONV-UHFFFAOYSA-N	chemaxon	valid
1716	C1(C(C(CO)O)OC(C1)N)=O	QIYNTKSKMKJKCP-UHFFFAOYSA-N	chemaxon	valid
1717	C1(C(C(CO)N)OC(C1)O)=O	QVBCCSOHKJXNHG-UHFFFAOYSA-N	chemaxon	valid
1718	C1(COC(CO)C(C1O)N)=O	MUSLJLKIDRTDCI-UHFFFAOYSA-N	chemaxon	valid
1719	C1(C(O)OC(CO)C(C1)N)=O	CVPRTDFVCFRLDJ-UHFFFAOYSA-N	chemaxon	valid
1720	C1(C(C(CO)OC(C1)N)O)=O	OGKHSUNBLMUMGY-UHFFFAOYSA-N	chemaxon	valid
1721	C1(C(C(N)OC(CO)C1)O)=O	WCUFIHAEFDYKJY-UHFFFAOYSA-N	chemaxon	valid
1722	C1(C(CO)OC(C(C1)N)O)=O	SEUHWTRNLYQXMM-UHFFFAOYSA-N	chemaxon	valid
1723	C1(C(CN)OC(C(C1)O)O)=O	JTSOJZMDXVOUBA-UHFFFAOYSA-N	chemaxon	valid
1724	C1(COCC(C(C1O)N)O)=O	WDDHKMVCVCXSIU-UHFFFAOYSA-N	chemaxon	valid
1725	C1(C(O)OCC(C(C1)N)O)=O	HXEVZWPQVHBLLT-UHFFFAOYSA-N	chemaxon	valid
1726	C1(C(C(COC(C1)N)O)O)=O	ZWISIUMLKAZODE-UHFFFAOYSA-N	chemaxon	valid
1727	C1(C(C(COC(C1)O)N)O)=O	YATDEFSTBFDJEM-UHFFFAOYSA-N	chemaxon	valid
1728	C1(C(C(N)OCC(C1)O)O)=O	SHHDBQUJQJMMJD-UHFFFAOYSA-N	chemaxon	valid
1729	C1(C(C(O)OCC(C1)N)O)=O	SLLOEJYEZNORLH-UHFFFAOYSA-N	chemaxon	valid
1730	C1(C(COC(C(C1)N)O)O)=O	ZRUXLPQRZCZOMF-UHFFFAOYSA-N	chemaxon	valid
1731	C1(C(C(C(O)OCC1)N)O)=O	FZIDPOKOYPEPIH-UHFFFAOYSA-N	chemaxon	valid
1732	C(CC(C=O)N)(C(CN)O)=O	SQXFGCCBCVKDJF-UHFFFAOYSA-N	chemaxon	valid
1733	C(C(C(C(CCN)=O)O)N)=O	NIEGRQCBGKJSOT-UHFFFAOYSA-N	chemaxon	valid
1734	C(C1C(CC(CO)(O1)O)N)=O	PMSKZJOHMZBAEP-UHFFFAOYSA-N	chemaxon	valid
1735	C(C1C(C(C(C)(O1)O)O)N)=O	MQBZXUVSYBFGEE-UHFFFAOYSA-N	chemaxon	valid
1736	C(C1C(C(CC(O1)O)O)N)=O	NMFSZTWYHRIPNG-UHFFFAOYSA-N	chemaxon	valid
1737	C1(C(C(C(C(CO)O)O1)N)O)=O	WZPIFHVCFDVZNJ-UHFFFAOYSA-N	chemaxon	valid
1738	C1(C(C(C(C(CO)O1)O)N)O)=O	UWMWCAUOCJCXCG-UHFFFAOYSA-N	chemaxon	valid
1739	C1(C(C(C(C(CO1)O)O)N)O)=O	HANAFSJCQWWZHM-UHFFFAOYSA-N	chemaxon	valid
1740	C12C(C(C(CC1O)(O)O2)O)O	ROHQSBZWNCEWCP-UHFFFAOYSA-N	chemaxon	valid
1741	C1(C2C(C(C(C2O)O1)O)O)O	ZNAUFJHITFLCAF-UHFFFAOYSA-N	chemaxon	valid
1742	C1(C(O)OC(C(CO)O)C1O)=O	MTSKWRIATJSKFJ-UHFFFAOYSA-N	database	valid
1743	C(C1(C(C(C(CO)O1)O)O)O)=O	GASTVENZHLNOPA-UHFFFAOYSA-N	chemaxon	valid
1744	C1C(C(C(C(CN)O)(O)O1)O)O	IEDTYFOUWKTGRH-UHFFFAOYSA-N	chemaxon	valid
1745	C(C1(C(CC(CO)O1)O)O)=O	LWRLONYMTNKGJW-UHFFFAOYSA-N	chemaxon	valid
1746	C1(COC(C(CO)O)(C1)O)=O	SRYDSSXHWQEQKB-UHFFFAOYSA-N	chemaxon	valid
1747	C(C1CC(C(CO)(O1)O)O)=O	QHHHDODRSCICNF-UHFFFAOYSA-N	chemaxon	valid
1748	C(CO)(C1CC(C(O1)O)O)=O	HFNUOKJDJCGUJM-UHFFFAOYSA-N	chemaxon	valid
1749	C1(COC(CCO)(C1O)O)=O	YFLFQGBASSFMRD-UHFFFAOYSA-N	chemaxon	valid
1750	C1(C(CCO)OC(C1O)O)=O	VTAFYLCIGMKPNS-UHFFFAOYSA-N	chemaxon	valid
1751	C(C(C1(C(CCO1)O)O)O)=O	WBWYHLPBUPBTFS-UHFFFAOYSA-N	chemaxon	valid
1752	C(C(C1CC(C(O)O1)O)O)=O	NMRPPLQOBQIKCK-UHFFFAOYSA-N	chemaxon	valid
1753	C(C1(C(C(C(CO)O1)O)N)O)O	MJTJBUAEXDBNTC-UHFFFAOYSA-N	chemaxon	valid
1754	C(C(C1C(C(C(O)O1)N)O)O)O	XMHUJUHSEJXXBH-UHFFFAOYSA-N	chemaxon	valid
1755	C1C(C(C(C(CO)N)(O)O1)O)O	KJKVAIVUNLFPGP-UHFFFAOYSA-N	chemaxon	valid
1756	C1C(C(C(C(CN)N)(O)O1)O)O	MSGDXPSWBDWSOB-UHFFFAOYSA-N	chemaxon	valid
1757	C(C1(C(CC(CO)O1)N)O)=O	RZLYEZMFVRMIRB-UHFFFAOYSA-N	chemaxon	valid
1758	C(C1CC(C(CO)(O1)O)N)=O	MHHUDFKAQWFCHR-UHFFFAOYSA-N	chemaxon	valid
1759	C(C(C1(C(CCO1)N)O)O)=O	KSIMSSHFSZNEMF-UHFFFAOYSA-N	chemaxon	valid
1760	C(C(C1CC(C(O)O1)N)O)=O	GWICSTRKKVFJBI-UHFFFAOYSA-N	chemaxon	valid
1761	C(C1C(C(C(CN)(O)O1)N)O)O	IWQVOBXHTXXBAZ-UHFFFAOYSA-N	chemaxon	valid
1762	C1(C(CC(C(CO)O)(O)O1)O)=O	IPHQCGINOAGGMY-UHFFFAOYSA-N	chemaxon	valid
1763	C1(C(C(C(CCO)(O)O1)O)O)=O	DJOYYERNHBIXRP-UHFFFAOYSA-N	chemaxon	valid
1764	C1(C2(C(C(CC2O)O1)O)O)O	QNCQYJVFLPRRNO-UHFFFAOYSA-N	chemaxon	valid
1765	C1C(C(C(O)O1)(C(CO)O)O)O	RWVNYIWLQFSJSP-UHFFFAOYSA-N	chemaxon	valid
1766	C(CC1(C(C(CO1)O)N)O)=O	XVORVPYXRXJPKZ-UHFFFAOYSA-N	chemaxon	valid
1767	C(C(C1(CC(CO1)O)O)N)=O	OLIVDJWAKREFLG-UHFFFAOYSA-N	chemaxon	valid
1768	C(C1C(C(C(C)(O1)O)N)O)=O	ANNVHULGQSGKOS-UHFFFAOYSA-N	chemaxon	valid
1769	C1C2(C(C(C(CO)O2)O1)O)O	JMRQIXORMXHUAU-UHFFFAOYSA-N	chemaxon	valid
1770	C(C1C2CC(C(O)O2)(O)O1)O	OGTVGMDQPJBWHM-UHFFFAOYSA-N	chemaxon	valid
1771	C1C(C2C(CC(O)O2)(O)O1)O	ZFRSCYRYJQNQQA-UHFFFAOYSA-N	chemaxon	valid
1772	CC1(C2C(C(C(O)O2)O1)O)O	IUXRTMSWHFDKDK-UHFFFAOYSA-N	chemaxon	valid
1773	C1(CC2C(C(C(O)O2)O)O1)O	FVJLIJIUYOHYJK-UHFFFAOYSA-N	chemaxon	valid
1774	C1C2C(C(CC(O)O2)(O)O1)O	IXGJDQVRAYEXEG-UHFFFAOYSA-N	chemaxon	valid
1775	C1C2CC(C(C(O)O2)O)(O)O1	MPKCNEJACIRASX-UHFFFAOYSA-N	chemaxon	valid
1776	C1C2(C(C(C(CO1)O2)O)O)O	YFLUZLGALSXXRB-UHFFFAOYSA-N	chemaxon	valid
1777	C1C2C(CC(C(O)O1)(O)O2)O	MKAKUJAXYOHTBG-UHFFFAOYSA-N	chemaxon	valid
1778	C1C(C2(CC(C(O2)O1)O)O)O	QRHWSSUXLGQENU-UHFFFAOYSA-N	chemaxon	valid
1779	C1CC2(C(C(C(O2)O1)O)O)O	ZZSNQSVWUCFDSZ-UHFFFAOYSA-N	chemaxon	valid
1780	C1C2(CC(C(C(O)O1)O2)O)O	BEPZFPFHXMOEKV-UHFFFAOYSA-N	chemaxon	valid
1781	C1C(C(C(O)O1)O)N	MRFVDSIWLHPFOX-UHFFFAOYSA-N	chemaxon	valid
1782	C(C1(C(C(C(CO)O1)N)O)O)O	QJYVPNGXCKPERF-UHFFFAOYSA-N	chemaxon	valid
1783	C(C1C(C(C(CN)(O)O1)O)N)O	KWPGXLBSQDTGER-UHFFFAOYSA-N	chemaxon	valid
1784	C(C1(CC(C(CO)O1)N)O)=O	MPICLHBJHCRIDD-UHFFFAOYSA-N	chemaxon	valid
1785	C(CC1(C(C(CO1)N)O)O)=O	MCSWFAPQINTSNL-UHFFFAOYSA-N	chemaxon	valid
1786	C(C(C1(CC(CO1)N)O)O)=O	APDQDTPXDDSERV-UHFFFAOYSA-N	chemaxon	valid
1787	C(C(C1C(CC(O)O1)N)O)=O	YKVXGGOMIVDVPZ-UHFFFAOYSA-N	chemaxon	valid
1788	C1C(C2CC(C(O)O2)(O)O1)O	WTCGFWPLBLFGCY-UHFFFAOYSA-N	chemaxon	valid
1789	C1(C2C(C(CC(O)O2)O1)O)O	GQTNHSMPSPNDNU-UHFFFAOYSA-N	chemaxon	valid
1790	C1(C(O)OC(CO)C(C1O)O)=O	FYWIDDXZIOQEQU-UHFFFAOYSA-N	database	valid
1791	C(C1(C(C(C(CO1)O)O)O)O)=O	YOWZFXGYLFJKGZ-UHFFFAOYSA-N	database	valid
1792	C(C1(C(CC(CO1)O)O)O)=O	XRBJMPBHRHWXBF-UHFFFAOYSA-N	chemaxon	valid
1793	C1(COC(CO)(CC1O)O)=O	UWYSZJDSGJVXIX-UHFFFAOYSA-N	chemaxon	valid
1794	C(C1C(CC(C(O1)O)O)O)=O	PETLSUCAXIXBRS-UHFFFAOYSA-N	chemaxon	valid
1795	C(C1CC(C(C(O1)O)O)O)=O	HCKSFUVFYRVDDY-UHFFFAOYSA-N	chemaxon	valid
1796	C1(COC(C)(C(C1O)O)O)=O	DTLOHBTXNIYNQB-UHFFFAOYSA-N	chemaxon	valid
1797	C1(C(C)OC(C(C1O)O)O)=O	WGDVREBVOHPKLZ-UHFFFAOYSA-N	chemaxon	valid
1798	C1C(C(C(C(CO)(O)O1)N)O)O	KFXHUNWWGMWTGN-UHFFFAOYSA-N	chemaxon	valid
1799	C(C1C(C(C(C(O)O1)N)O)O)O	MSWZFWKMSRAUBD-UHFFFAOYSA-O	database	valid
1800	C(C1(C(CC(CO1)O)N)O)=O	DWFBHKNATQHOBX-UHFFFAOYSA-N	chemaxon	valid
1801	C(C1C(CC(C(O1)O)N)O)=O	HOGBWGYBPZHOKX-UHFFFAOYSA-N	chemaxon	valid
1802	C1C(C(C(C(CN)(O)O1)N)O)O	UOFNYXIRYIZBOV-UHFFFAOYSA-N	chemaxon	valid
1803	CC1(C(C(C(CO1)O)O)O)O	YLWWLYACYNLGLT-UHFFFAOYSA-N	chemaxon	valid
1804	C1(C(C(CC(CO)(O)O1)O)O)=O	AUPMOGKEHOUTGY-UHFFFAOYSA-N	chemaxon	valid
1805	C1(C(C(C(C(C)(O)O1)O)O)O)=O	WXDYEKFOJCWHAL-UHFFFAOYSA-N	chemaxon	valid
1806	C1C2(C(C(C(CO2)O)O1)O)O	CJJYSJZTQBZYCY-UHFFFAOYSA-N	chemaxon	valid
